id,team.name,player.name,pass.length,pass.recipient.name,location.x,x,location.y,y,pass.end_location.x,endX,pass.end_location.y,endY,pass.outcome.name,pass.type.name,StartBin,EndBin
b1c972d2-a186-4da0-a4c7-8c4e2d62736d,Barcelona,NÃ©lson Cabral Semedo,12.649111,Gerard PiquÃ© BernabÃ©u,99,82.5,58,72.5,108,90,79,98.75,Incomplete,Corner,42,46
5c612d4d-e96d-4f30-a3ac-9a367530a900,Barcelona,Xavier HernÃ¡ndez Creus,14.866069,Lionel AndrÃ©s Messi Cuccittini,55.1,45.91666667,26,32.5,112.1,93.41666667,71.7,89.625,Incomplete,Corner,24,46
2816a017-f90b-4389-a00d-a2f849a70c8c,Barcelona,Daniel Alves da Silva,12.379418,Ibrahim Afellay,54.6,45.5,77.1,96.375,119,99.16666667,71,88.75,Incomplete,Corner,21,46
53d4a71c-a19f-4ccf-8e31-6f7fed71121d,Osasuna,RaÃºl GarcÃ­a Escudero,5.508176,Francisco PuÃ±al MartÃ­nez,69.2,57.66666667,19.5,24.375,113.7,94.75,69.6,87,Incomplete,Corner,29,46
377f24fc-b09a-4c3c-98a6-da56c049954b,Barcelona,Pedro Eliezer RodrÃ­guez Ledesma,23.579016,Adriano Correia Claro,90.2,75.16666667,70.6,88.25,112.4,93.66666667,67.5,84.375,Incomplete,Corner,36,46
5dc8809b-984a-49ac-9352-1a19173e7adb,Nigeria,Leon-Aderemi Balogun,37.215588,Kenneth Josiah Omeruo,36,30,10.7,13.375,112.4,93.66666667,67.3,84.125,Incomplete,Corner,20,46
332030a7-fcbb-4479-8cbc-3516bd786358,Barcelona,JÃ©rÃ©my Mathieu,12.525574,Sergi Roberto Carnicer,32,26.66666667,80,100,119,99.16666667,67,83.75,Incomplete,Corner,11,46
f90b07fb-6d49-407c-a80e-8aac39eb4937,Real Sociedad,Mikel Merino ZazÃ³n,13.978912,Mikel Oyarzabal Ugarte,90.7,75.58333333,80,100,88,73.33333333,66,82.5,Incomplete,Corner,36,36
0c083c62-1625-4a1a-b8db-86ff134718b0,Sevilla,Manuel del Moral FernÃ¡ndez,10.324728,Ivan Rakitic,71.7,59.75,20.6,25.75,113.2,94.33333333,65.9,82.375,Incomplete,Corner,29,46
d559c06e-459b-4ed8-b784-c3c3fccde76e,Barcelona,Oleguer Presas Renom,7.8517513,AndrÃ©s Iniesta LujÃ¡n,39.9,33.25,6.5,8.125,114.8,95.66666667,64.1,80.125,Incomplete,Corner,20,46
acfb5088-e194-442f-81b2-681b96e89f09,Barcelona,Javier Alejandro Mascherano,31.657068,Gerard PiquÃ© BernabÃ©u,8.5,7.083333333,44,55,117,97.5,61.4,76.75,Incomplete,Corner,3,47
cfd21141-d390-47bd-a16b-1eb343ef3f54,Barcelona,Gianluca Zambrotta,9.0448885,AndrÃ©s Iniesta LujÃ¡n,65.8,54.83333333,32.8,41,112.1,93.41666667,61,76.25,Incomplete,Corner,28,47
5e7308e0-a95e-45d9-8f7a-10117137f971,Barcelona,Gerard PiquÃ© BernabÃ©u,11.00727,Daniel Alves da Silva,44,36.66666667,76.4,95.5,111,92.5,61,76.25,Incomplete,Corner,16,47
0f800037-a450-4ecc-9ed9-21f55a843ec3,Barcelona,Jordi Alba Ramos,19.532793,Frenkie de Jong,68.8,57.33333333,38.2,47.75,110.9,92.41666667,60.8,76,Incomplete,Corner,28,47
ee873632-dfb1-4273-8687-83f50b62a327,Barcelona,Gabriel Alejandro Milito,32.51123,JosÃ© Manuel Pinto Colorado,52.4,43.66666667,5.8,7.25,99.3,82.75,60,75,Incomplete,Corner,25,42
3ed6b3ad-4cdb-4584-9158-8caad2aee5d7,Real Madrid,Marcelo Vieira da Silva JÃºnior,20.59126,Sergio Ramos GarcÃ­a,69,57.5,20.8,26,108.5,90.41666667,59.8,74.75,Incomplete,Corner,29,47
e81cb97a-5de6-4baa-bc01-475a815521de,Barcelona,Lionel AndrÃ©s Messi Cuccittini,12.44508,Francesc FÃ bregas i Soler,59.9,49.91666667,41.3,51.625,108.8,90.66666667,59.5,74.375,Incomplete,Corner,23,47
457200ea-7313-42cc-bd7b-25e5d86e0c93,Osasuna,Jordan LotiÃ¨s,52.587452,Oier Sanjurjo Mate,13.3,11.08333333,52.8,66,109.1,90.91666667,59,73.75,Incomplete,Corner,7,47
58eb4892-6bef-4e3a-a00f-54aeac9e6271,Barcelona,Ricard Puig MartÃ­,8.20975,Lionel AndrÃ©s Messi Cuccittini,90.6,75.5,69.5,86.875,115.8,96.5,58.6,73.25,Incomplete,Corner,36,47
acd4cd09-ae98-4c3a-b98e-95c06cbfc89e,Barcelona,Daniel Alves da Silva,11.733712,Sergio Busquets i Burgos,78.1,65.08333333,37,46.25,110.5,92.08333333,58.1,72.625,Incomplete,Corner,33,47
dc6a83c2-e49f-4240-ba88-2f7b7feb1536,Barcelona,Carles Puyol i Saforcada,10.277159,Xavier HernÃ¡ndez Creus,62.5,52.08333333,23.5,29.375,108.8,90.66666667,58,72.5,Incomplete,Corner,29,47
0795a5c7-388d-4153-af15-c53153f838aa,Barcelona,Jordi Alba Ramos,24.426624,Javier Alejandro Mascherano,71.7,59.75,37.9,47.375,100.6,83.83333333,57.7,72.125,Incomplete,Corner,28,42
3acd4fd5-f874-432d-b16a-d34c92c5c6af,Barcelona,Xavier HernÃ¡ndez Creus,18.59301,Eric-Sylvain Bilal Abidal,79.3,66.08333333,16,20,97.6,81.33333333,56.7,70.875,Incomplete,Corner,35,42
3bc6ef82-d244-4db8-9e0a-fa1ba2dbff38,Sweden,Ola Toivonen,5,Viktor Claesson,59,49.16666667,14.1,17.625,115.1,95.91666667,56.2,70.25,Incomplete,Corner,25,47
94c61d71-64be-4aa5-94ef-97fc4d070213,Real Madrid,Sami Khedira,15.6205,RaphaÃ«l Varane,57,47.5,80,100,104,86.66666667,56,70,Incomplete,Corner,21,42
3994e3af-1fab-4404-9439-017887ba3894,Barcelona,Sergio Busquets i Burgos,32.097507,Alexis Alejandro SÃ¡nchez SÃ¡nchez,53.4,44.5,4.4,5.5,113.1,94.25,55.2,69,Incomplete,Corner,25,47
62646f9e-555d-4c73-8637-8414bc026015,Barcelona,Anderson LuÃ­s de Souza,26.192556,Ronaldo de Assis Moreira,47.4,39.5,58.1,72.625,114,95,55,68.75,Incomplete,Corner,17,47
672f063e-e0ab-4f98-abe9-d81ef0919728,Barcelona,Carles Puyol i Saforcada,28.426924,Zlatan Ibrahimovic,35,29.16666667,58.9,73.625,108,90,55,68.75,Incomplete,Corner,12,47
c72006d4-866c-469a-9f3e-ff20bf9df285,Recreativo Huelva,Aitor Tornavaca FernÃ¡ndez,27.749235,Carlos Jorge Neto Martins,45,37.5,21.8,27.25,113.7,94.75,54.9,68.625,Incomplete,Corner,19,47
1facacd4-f04d-4b0b-9897-e0a51c96318a,Deportivo AlavÃ©s,Jonathan RodrÃ­guez MenÃ©ndez,15.811388,VÃ­ctor Laguardia Cisneros,18,15,44.3,55.375,117.2,97.66666667,54.7,68.375,Incomplete,Corner,8,47
33d8a6a4-aca8-44db-a382-0b2993889e7d,Barcelona,Adriano Correia Claro,21.424519,Jordi Alba Ramos,87.1,72.58333333,54.7,68.375,104.8,87.33333333,54.4,68,Incomplete,Corner,37,42
f2878f0e-611f-4549-9772-3b56555712f1,Portugal,KlÃ©per Laveran Lima Ferreira,15.811388,William Silva de Carvalho,41,34.16666667,25.9,32.375,109.7,91.41666667,54.2,67.75,Incomplete,Corner,19,47
334313b5-3eaa-4cef-9d52-7add4776b39f,Switzerland,Xherdan Shaqiri,27.202942,Blerim DÅ¾emaili,89,74.16666667,0.1,0.125,117,97.5,54,67.5,Incomplete,Corner,40,47
15aa0780-735e-463a-8de1-3e388cb8c90b,Real Madrid,Fernando RubÃ©n Gago,44.084465,Wesley Sneijder,24.2,20.16666667,1,1.25,115,95.83333333,54,67.5,Incomplete,Corner,15,47
8b93c9ef-dc13-42b9-a6b8-f7f4a1a7c33d,Celta Vigo,Borja OubiÃ±a MelÃ©ndez,10.628264,FabiÃ¡n Ariel Orellana Valenzuela,67,55.83333333,55.8,69.75,103.4,86.16666667,54,67.5,Incomplete,Corner,27,42
6787400a-caea-408d-90d1-766b855f8dd2,Barcelona,Xavier HernÃ¡ndez Creus,9.1181135,AndrÃ©s Iniesta LujÃ¡n,81.7,68.08333333,61,76.25,99,82.5,54,67.5,Incomplete,Corner,32,42
a868f9d3-bc91-4860-bc74-6ad7ca127104,Barcelona,Daniel Alves da Silva,12.461541,Lionel AndrÃ©s Messi Cuccittini,36.4,30.33333333,18.6,23.25,118.1,98.41666667,53.8,67.25,Incomplete,Corner,19,47
37a8ae49-4e25-45df-8b0e-f93cdd95cd25,Barcelona,Lionel AndrÃ©s Messi Cuccittini,51.104794,,120,100,16.5,20.625,111.5,92.91666667,53.8,67.25,Incomplete,Corner,49,47
14de9721-f95d-48b8-b67f-5340f1b941d9,Poland,Grzegorz Krychowiak,26.57066,Michal Pazdan,47,39.16666667,13.9,17.375,112.6,93.83333333,53.7,67.125,Incomplete,Corner,20,47
eeb2e2f4-8f7f-4c07-bf3c-70d0ead79bb5,Villarreal,Santiago Cazorla GonzÃ¡lez,16.124516,Mario Gaspar PÃ©rez MartÃ­nez,62,51.66666667,39.9,49.875,115,95.83333333,53.6,67,Incomplete,Corner,28,47
0cd70eb5-4866-4fca-a719-dc088b3e6b53,Barcelona,JosÃ© MartÃ­n CÃ¡ceres Silva,20.081085,Seydou KÃ©ita,5.8,4.833333333,9,11.25,115.3,96.08333333,53.5,66.875,Incomplete,Corner,5,47
067bbedc-5c1b-49ba-b678-12b2d0dfec80,Arsenal,Ashley Cole,12.304471,Thierry Henry,48.9,40.75,20.3,25.375,115,95.83333333,53.5,66.875,Incomplete,Corner,24,47
ae8b3f03-bf4a-447e-b754-7872f9b62594,Las Palmas,HernÃ¡n Daniel Santana Trujillo,17.262676,Alberto Aquilani,39,32.5,29.4,36.75,112.7,93.91666667,53.3,66.625,Incomplete,Corner,19,47
ff586dd6-7fda-44ed-8b4d-574540a4453c,Barcelona,Gerard PiquÃ© BernabÃ©u,47.1,Eric-Sylvain Bilal Abidal,91,75.83333333,25.5,31.875,111,92.5,53.3,66.625,Incomplete,Corner,39,47
39586019-ea19-44e6-b5eb-6d6c96532896,AtlÃ©tico Madrid,David de Gea Quintana,69.05317,,6,5,40,50,115.6,96.33333333,53.1,66.375,Incomplete,Corner,3,47
defccc46-d4d6-476b-8009-ef64da70921b,Deportivo La Coruna,Alberto Lopo GarcÃ­a,36.611748,Juan Manuel Delgado Moreno,49.3,41.08333333,35.4,44.25,114.7,95.58333333,53.1,66.375,Incomplete,Corner,23,47
d912b20a-4efc-4251-a87e-580a6177e61d,Real Madrid,RaÃºl GonzÃ¡lez Blanco,10.890821,Mahamadou Diarra,74.3,61.91666667,41.2,51.5,118.2,98.5,53,66.25,Incomplete,Corner,33,47
2d09e21d-14c7-43d6-83e5-c31b1e9fcc85,Barcelona,Javier Alejandro Mascherano,33.17484,Gerard PiquÃ© BernabÃ©u,53.7,44.75,77.9,97.375,117,97.5,53,66.25,Incomplete,Corner,21,47
1784c7fd-c733-4f4f-b469-3424ba7e42de,Barcelona,Xavier HernÃ¡ndez Creus,24.42335,AndrÃ©s Iniesta LujÃ¡n,74.5,62.08333333,66.1,82.625,117,97.5,53,66.25,Incomplete,Corner,31,47
c0f57c84-a9b6-47dc-bfaf-f280c3a8c2d2,Barcelona,Rafael MÃ¡rquez Ãlvarez,9.209778,JosÃ© EdmÃ­lson Gomes de Moraes,15.6,13,75,93.75,115,95.83333333,53,66.25,Incomplete,Corner,6,47
f3448ab9-1d18-4959-8552-a7da75ab5c02,Barcelona,Luis Alberto SuÃ¡rez DÃ­az,16.858232,,112.1,93.41666667,57,71.25,115,95.83333333,53,66.25,Incomplete,Corner,47,47
085e16d6-b595-4b9a-bbf9-0e712f8a41fc,AtlÃ©tico Madrid,Santiago Arias Naranjo,10,Jorge ResurrecciÃ³n Merodio,101,84.16666667,25,31.25,119.3,99.41666667,52.7,65.875,Incomplete,Corner,44,47
22213724-8584-4655-9fb0-ffb6d4371f82,Barcelona,Lionel AndrÃ©s Messi Cuccittini,10.1242285,Anderson LuÃ­s de Souza,74.4,62,52.3,65.375,118.6,98.83333333,52.7,65.875,Incomplete,Corner,32,47
445cc0d7-e6b2-4cc1-af93-9dcbcef57bf3,Rayo Vallecano,AdriÃ¡n GonzÃ¡lez Morales,17.947145,Alejandro GÃ¡lvez Jimena,41.1,34.25,52.3,65.375,116.2,96.83333333,52.7,65.875,Incomplete,Corner,17,47
4ac7a89f-5439-4b0b-bc19-b0e6dc7394a2,AC Milan,Ivan Gennaro Gattuso,46.98606,Andriy Shevchenko,65.7,54.75,53.3,66.625,110.9,92.41666667,52.7,65.875,Incomplete,Corner,27,47
85d96746-a3db-4ceb-93e5-d45d71d66d31,Uruguay,Diego Roberto GodÃ­n Leal,17.464249,Guillermo Varela Olivera,42,35,71,88.75,116,96.66666667,52.4,65.5,Incomplete,Corner,16,47
5825e829-58b8-42e4-9f31-1c52ac3860d7,Barcelona,Javier Alejandro Mascherano,9.193476,Sergio Busquets i Burgos,48.4,40.33333333,28.4,35.5,113.7,94.75,52.4,65.5,Incomplete,Corner,24,47
ee157fdc-c772-41d2-9bae-5cfedb9794a1,Barcelona,Lionel AndrÃ©s Messi Cuccittini,15.811388,Sergi Roberto Carnicer,48.8,40.66666667,49.1,61.375,112.6,93.83333333,52.4,65.5,Incomplete,Corner,22,47
8790ea35-8636-43a2-b160-6c3336301752,Barcelona,Jordi Alba Ramos,17.14322,AndrÃ©s Iniesta LujÃ¡n,18.9,15.75,49.7,62.125,117.3,97.75,52.3,65.375,Incomplete,Corner,7,47
a7120764-8ab1-4efa-8045-fd30d6329750,Barcelona,Lionel AndrÃ©s Messi Cuccittini,10.630146,Sergi Roberto Carnicer,75,62.5,14.9,18.625,114.2,95.16666667,52.3,65.375,Incomplete,Corner,35,47
8c333593-3840-4aca-b71c-89fea7df9df2,Celta Vigo,Pedro Pablo HernÃ¡ndez,3.4,Jonathan Castro Otto,54.7,45.58333333,5.9,7.375,112.6,93.83333333,52.3,65.375,Incomplete,Corner,25,47
60741cfa-2d0b-4b4e-8a2e-58761d610633,Espanyol,LuÃ­s Miguel Afonso Fernandes,13.839798,Javier LÃ³pez RodrÃ­guez,77.7,64.75,54,67.5,108.5,90.41666667,52.3,65.375,Incomplete,Corner,32,47
482872a9-726c-44a4-8bbd-0705082434e8,Barcelona,Rafael MÃ¡rquez Ãlvarez,38.38919,,45.1,37.58333333,38.4,48,106.3,88.58333333,52.3,65.375,Incomplete,Corner,18,42
33e0e135-5f91-4184-81d3-d0cd5e94ce7b,Osasuna,Francisco PuÃ±al MartÃ­nez,24.41823,,70.7,58.91666667,70.4,88,104.7,87.25,52.3,65.375,Incomplete,Corner,26,42
c96734b7-124c-4b72-9e26-757a6bacdaa6,Barcelona,Samuel Yves Umtiti,17.029387,Philippe Coutinho Correia,89,74.16666667,14.7,18.375,115.3,96.08333333,52.1,65.125,Incomplete,Corner,40,47
f97807f5-af03-4b2d-b985-067dcbba1267,Chelsea,Mario Melchiot,8.987213,Frank Lampard,90.1,75.08333333,70.9,88.625,116.6,97.16666667,52,65,Incomplete,Corner,36,47
0715f05c-b67a-4f6b-ad20-92f2f3820d3f,Charlton Athletic,Hermann Hreidarsson,24.61727,Paolo Di Canio,65.8,54.83333333,57.9,72.375,115,95.83333333,52,65,Incomplete,Corner,27,47
038efba8-f605-4214-b133-3b3bff0fa9cd,Girona,Francesc Aday BenÃ­tez Caraballo,31.764761,Cristhian Ricardo Stuani Curbelo,91,75.83333333,0.1,0.125,115,95.83333333,52,65,Incomplete,Corner,40,47
f6d8e558-8d35-47c9-92cd-78d846537416,Barcelona,Jordi Alba Ramos,19.924858,Arturo Erasmo Vidal Pardo,45,37.5,60.9,76.125,113,94.16666667,52,65,Incomplete,Corner,17,47
8ed904bf-6a5a-4f35-b8b6-95464aa337f9,Barcelona,Lionel AndrÃ©s Messi Cuccittini,15,JosÃ© Paulo Bezzera Maciel JÃºnior,44,36.66666667,1,1.25,113,94.16666667,52,65,Incomplete,Corner,20,47
da4243f7-d1c6-4000-bc5e-6dc6214cc3b2,France,Paul Pogba,9.055386,Blaise Matuidi,107,89.16666667,26,32.5,113.6,94.66666667,51.9,64.875,Incomplete,Corner,44,47
98c44f95-aa57-46d5-b604-ee801880e4a5,Levante,Antonio GarcÃ­a Aranda,30.346169,IvÃ¡n Ramis Barrios,77.7,64.75,20,25,113.4,94.5,51.8,64.75,Incomplete,Corner,34,47
d59f2c2a-c54a-4f9a-8896-7fd9201a5dc5,Barcelona,AndrÃ©s Iniesta LujÃ¡n,20.591503,Cristian Tello Herrera,90,75,50,62.5,111.3,92.75,51.8,64.75,Incomplete,Corner,37,47
8065accd-da4f-4b4d-af3c-84169d8ca6a7,Levante,Sergio Postigo Redondo,3.6055512,Jorge MiramÃ³n Santagertrudis,19.5,16.25,30.6,38.25,108.8,90.66666667,51.7,64.625,Incomplete,Corner,9,47
eda22973-cf61-4359-87fc-eab616106474,Uruguay,Diego Roberto GodÃ­n Leal,18.027756,MatÃ­as Vecino Falero,42,35,20.4,25.5,116.9,97.41666667,51.6,64.5,Incomplete,Corner,19,47
987bec79-eb7e-4f43-a6ce-380994929634,Barcelona,Gerard PiquÃ© BernabÃ©u,51.149387,NÃ©lson Cabral Semedo,54.8,45.66666667,50.6,63.25,116.4,97,51.6,64.5,Incomplete,Corner,22,47
a3798199-af69-45a0-8bec-9c11fce2eb1c,Barcelona,Gerard PiquÃ© BernabÃ©u,1.3038405,NÃ©lson Cabral Semedo,14.9,12.41666667,49.7,62.125,114,95,51.6,64.5,Incomplete,Corner,7,47
a45ac7ad-7a32-4892-afa1-6a7cfe755a72,Barcelona,VÃ­ctor ValdÃ©s Arribas,14.583896,Carles Puyol i Saforcada,8.5,7.083333333,30,37.5,113.2,94.33333333,51.6,64.5,Incomplete,Corner,4,47
9e13f306-9b6d-457d-acce-8d8882d6a606,Barcelona,NÃ©lson Cabral Semedo,21.587032,Gerard PiquÃ© BernabÃ©u,63,52.5,13.4,16.75,112.1,93.41666667,51.6,64.5,Incomplete,Corner,30,47
a0066ad2-e814-44e4-83d2-249018eaffdd,Spain,Francisco RomÃ¡n AlarcÃ³n SuÃ¡rez,12.083046,Jordi Alba Ramos,71,59.16666667,37.3,46.625,111.7,93.08333333,51.6,64.5,Incomplete,Corner,28,47
eb9ee72b-741f-42d2-89a1-56887b056911,Valencia,Ricardo Miguel Moreira da Costa,10.689247,Mehmet Topal,36.3,30.25,33,41.25,104.8,87.33333333,51.6,64.5,Incomplete,Corner,18,42
927a69d5-30e6-487b-b66c-71839179e8e0,Barcelona,Ousmane DembÃ©lÃ©,18.601076,Lionel AndrÃ©s Messi Cuccittini,34,28.33333333,54.4,68,117.3,97.75,51.4,64.25,Incomplete,Corner,12,47
fa6213bc-20ed-4af2-90c7-52dfd6e76f68,Barcelona,AndrÃ©s Iniesta LujÃ¡n,20.302217,Sergio Busquets i Burgos,57.5,47.91666667,26.6,33.25,116.8,97.33333333,51.4,64.25,Incomplete,Corner,24,47
158f3169-3a6b-41e8-82f5-26ae8a7f6efb,Australia,Mark Milligan,24.083189,Aziz Eraltay Behich,52,43.33333333,45.1,56.375,115.8,96.5,51.4,64.25,Incomplete,Corner,23,47
385f4f5a-f3b3-4cbe-ada3-e49c82f8c646,Wolverhampton Wanderers,Alex Rae,5.700877,,52.2,43.5,8.1,10.125,113.3,94.41666667,51.4,64.25,Incomplete,Corner,25,47
4d995319-ac74-440f-9760-d9d8df9f3f71,Villarreal,Giuseppe Rossi,12.739309,RubÃ©n Gracia Calmache,107.5,89.58333333,2,2.5,115.1,95.91666667,51.3,64.125,Incomplete,Corner,45,47
08b0c9ab-47e6-47d2-b13a-65a8b201dd64,Barcelona,Lionel AndrÃ©s Messi Cuccittini,4.876474,Xavier HernÃ¡ndez Creus,73.1,60.91666667,68.3,85.375,118.3,98.58333333,51.2,64,Incomplete,Corner,31,47
937960b2-3ab1-4deb-9796-6300a63a29c7,Barcelona,Pedro Eliezer RodrÃ­guez Ledesma,10.7415085,,83.9,69.91666667,21,26.25,113,94.16666667,51.2,64,Incomplete,Corner,34,47
7bffae17-e07e-46c8-949a-d3d432b600f6,Barcelona,Sergi Roberto Carnicer,10.584895,Daniel Alves da Silva,93.4,77.83333333,26,32.5,114.1,95.08333333,51.1,63.875,Incomplete,Corner,39,47
22dd8502-8aa5-48be-84cc-48cf67f98ed4,England,Ashley Young,9.899495,Jesse Lingard,67,55.83333333,26.2,32.75,109.5,91.25,51.1,63.875,Incomplete,Corner,29,47
d8763afc-c59f-4285-99d1-741786e0191a,AlmerÃ­a,JosÃ© Antonio GarcÃ­a Rabasco,16.129786,HÃ©lder Jorge Leal Rodrigues Barbosa,82.9,69.08333333,24,30,103.5,86.25,51.1,63.875,Incomplete,Corner,34,42
271e502f-5104-45ca-b12d-a20de69a3e86,Barcelona,Lionel AndrÃ©s Messi Cuccittini,10.937093,Neymar da Silva Santos Junior,99,82.5,75,93.75,118,98.33333333,51,63.75,Incomplete,Corner,41,47
ab7093cf-e7fd-464f-a3b7-c2d17a8feada,Barcelona,AndrÃ©s Iniesta LujÃ¡n,15.611534,Javier Alejandro Mascherano,64.6,53.83333333,73.5,91.875,118,98.33333333,51,63.75,Incomplete,Corner,26,47
397c360c-9182-485c-bb57-1460379bccaa,Barcelona,Lionel AndrÃ©s Messi Cuccittini,10.049875,Ousmane DembÃ©lÃ©,81,67.5,65,81.25,116,96.66666667,51,63.75,Incomplete,Corner,31,47
1723f249-174d-436e-a973-0510ed6d1f35,Barcelona,Philippe Coutinho Correia,25.059929,Gerard PiquÃ© BernabÃ©u,92,76.66666667,0.1,0.125,116,96.66666667,51,63.75,Incomplete,Corner,40,47
1cd5fb27-7551-409a-ad4d-fb8b391390f3,Barcelona,Marc-AndrÃ© ter Stegen,12.649111,Ivan Rakitic,15,12.5,15.3,19.125,115.3,96.08333333,51,63.75,Incomplete,Corner,10,47
7820cc25-5b13-4a88-97ef-d8d289c309fc,Barcelona,Marc-AndrÃ© ter Stegen,24.473864,Javier Alejandro Mascherano,7,5.833333333,72,90,115,95.83333333,51,63.75,Incomplete,Corner,1,47
2a7d7025-62fe-4fec-b219-799ba535ab91,Barcelona,Frenkie de Jong,19.304144,Gerard PiquÃ© BernabÃ©u,86.8,72.33333333,63.2,79,115,95.83333333,51,63.75,Incomplete,Corner,37,47
7b36c7c9-e5d4-4e9c-990c-2627f8859dd8,Spain,Sergio Busquets i Burgos,13.928389,Marco Asensio Willemsen,64,53.33333333,61.2,76.5,115,95.83333333,51,63.75,Incomplete,Corner,27,47
19b9c671-3152-4b73-822b-373731a71d6a,Mexico,HÃ©ctor Miguel Herrera LÃ³pez,29.017237,JesÃºs Daniel Gallardo Vasconcelos,40,33.33333333,1,1.25,115,95.83333333,51,63.75,Incomplete,Corner,20,47
59f44140-81c3-4153-b778-2f8c3a5ccc37,Barcelona,Samuel Yves Umtiti,81.21576,Sergio Busquets i Burgos,14,11.66666667,15,18.75,114.6,95.5,51,63.75,Incomplete,Corner,10,47
550cbd94-c4f8-41ea-9b75-db2358b28fb5,Barcelona,Gerard PiquÃ© BernabÃ©u,16.03122,JosÃ© Paulo Bezzera Maciel JÃºnior,46,38.33333333,20.8,26,114.4,95.33333333,51,63.75,Incomplete,Corner,19,47
94933390-79f0-4a80-b02d-f9b7e394ccbd,Barcelona,Jordi Alba Ramos,11.810589,Sergi Roberto Carnicer,19,15.83333333,72.3,90.375,114,95,51,63.75,Incomplete,Corner,6,47
46077268-198c-4dd9-adad-1d84617c8785,Barcelona,Lionel AndrÃ©s Messi Cuccittini,6.551336,Xavier HernÃ¡ndez Creus,72.9,60.75,38.8,48.5,114,95,51,63.75,Incomplete,Corner,33,47
20fdc024-ec7a-46a7-8e20-972c1b70270b,Leeds United,Alan Smith,17.415224,Jermaine Pennant,54.6,45.5,4.7,5.875,114,95,51,63.75,Incomplete,Corner,25,47
a24f506b-0214-4e92-ace5-3c3498b65344,Getafe,Juan Torres Ruiz,85.276024,Ãlvaro JosÃ© JimÃ©nez Guerrero,24,20,72.9,91.125,113,94.16666667,51,63.75,Incomplete,Corner,11,47
fe617778-e090-4745-8d9d-0a4c7e2e00aa,Valencia,Enzo NicolÃ¡s PÃ©rez,11.754574,Rodrigo Javier de Paul,47.3,39.41666667,63.5,79.375,111,92.5,51,63.75,Incomplete,Corner,17,47
1eeeed8e-6ecb-4697-a7f2-7b7d94fa5247,Barcelona,GnÃ©gnÃ©ri Yaya TourÃ©,11.064357,Lionel AndrÃ©s Messi Cuccittini,52.6,43.83333333,51.6,64.5,114.8,95.66666667,50.9,63.625,Incomplete,Corner,22,47
4527713d-d8b6-48e0-8463-9487be462330,Valencia,VÃ­ctor RuÃ­z Torre,25.20972,Vicente Guaita Panadero,32.9,27.41666667,20.1,25.125,113.4,94.5,50.8,63.5,Incomplete,Corner,14,47
a7a836ef-2eac-4891-9385-280143cd9f41,Barcelona,Jordi Alba Ramos,6.2241464,Lionel AndrÃ©s Messi Cuccittini,98.5,82.08333333,26,32.5,110.5,92.08333333,50.8,63.5,Incomplete,Corner,44,47
5727d48f-2da3-4f1b-846e-6d0bff75dbee,Deportivo La Coruna,Luis Alberto Romero Alconchel,17.407183,Lucas PÃ©rez MartÃ­nez,88.4,73.66666667,41.8,52.25,115.8,96.5,50.7,63.375,Incomplete,Corner,38,47
5c48945f-083e-4144-9f85-64a0afc2209d,AtlÃ©tico Madrid,Luis Amaranto Perea Mosquera,22.597788,Mario SuÃ¡rez Mata,35.2,29.33333333,5.4,6.75,119.1,99.25,50.6,63.25,Incomplete,Corner,15,47
02d39da2-813e-4363-b496-2c19c4ffd42d,Sevilla,Antonio Manuel Luna RodrÃ­guez,20.112185,Ivan Rakitic,63.2,52.66666667,1.9,2.375,116.8,97.33333333,50.6,63.25,Incomplete,Corner,30,47
3b2d60bf-a4d2-4445-9390-689a752d7974,Sporting GijÃ³n,Alberto Rivera Pizarro,6.935416,Roberto Canella SuÃ¡rez,26.6,22.16666667,23.6,29.5,114.7,95.58333333,50.6,63.25,Incomplete,Corner,14,47
331080cb-33c7-468a-a79b-3d493d3a4604,Real Madrid,Ricardo Alberto Silveira de Carvalho,30.220026,Cristiano Ronaldo dos Santos Aveiro,53.9,44.91666667,5.5,6.875,114.6,95.5,50.6,63.25,Incomplete,Corner,25,47
d6676a17-a947-4b8a-b28e-fc97c946b950,Eibar,Javier Lara Grande,12.714166,Manuel Castellano Castro,29.5,24.58333333,37,46.25,111.6,93,50.6,63.25,Incomplete,Corner,13,47
8083efeb-cb04-4c8c-98e2-8193a956ab52,Barcelona,Sergi Roberto Carnicer,17.575552,Luis Alberto SuÃ¡rez DÃ­az,64.2,53.5,35.3,44.125,109.4,91.16666667,50.5,63.125,Incomplete,Corner,28,47
de92272e-d064-4299-beac-7d1b5d60f35c,Barcelona,Xavier HernÃ¡ndez Creus,26.86038,Alexandre Dimitri Song-Billong,78.2,65.16666667,19,23.75,117.6,98,50.4,63,Incomplete,Corner,34,47
d19d46fe-5fa2-4028-8520-d4cb4ac4adbe,Barcelona,Ivan Rakitic,38.27532,Jordi Alba Ramos,40,33.33333333,16.1,20.125,116,96.66666667,50.4,63,Incomplete,Corner,19,47
a29a2994-669e-470c-880f-b03fdf3bc96f,Barcelona,Munir El Haddadi Mohamed,39.38591,Marc-AndrÃ© ter Stegen,62.4,52,43.9,54.875,111.6,93,50.4,63,Incomplete,Corner,28,47
